Event;Timestamp;Framecount;SessionID;Email;EventType;MotorSpaceWidth;MotorSpaceHeight;MotorSpaceMultiplier;MotorSpaceCenterPositionX;MotorSpaceCenterPositionY;MotorSpaceCenterPositionZ;MotorSpaceGainX;MotorSpaceGainY;MotorSpaceName;TimeSinceLastEvent;PupilTime;UnityToPupilTimeOffset;GameId;RightControllerMain;MirrorEffect;EyePatch;ControllerOffset;PrismOffset;DualTask;HideWall;HideWallAmount;GeometricMirror;ControllerSmoothed;ControllerAimAssistState;GameState;GameDuration;GameSpeed;GameTimeSpent;GameTimeLeft;ParticipantId;TestId;WallRowCount;WallColumnCount;WallSizeX;WallSizeY;WallSizeZ;WallBoundsXMin;WallBoundsYMin;WallBoundsZMin;WallBoundsXMax;WallBoundsYMax;WallBoundsZMax;WallCenterX;WallCenterY;WallCenterZ;WallCurveRatioX;WallCurveRatioY;PlayedPattern;MolePositionWorldX;MolePositionWorldY;MolePositionWorldZ;MolePositionLocalX;MolePositionLocalY;MolePositionLocalZ;MoleSize;MoleLifeTime;MoleId;MoleSpawnOrder;MoleIndexX;MoleIndexY;MoleNormalizedIndexX;MoleNormalizedIndexY;RightControllerPosWorldX;RightControllerPosWorldY;RightControllerPosWorldZ;RightControllerRotEulerX;RightControllerRotEulerY;RightControllerRotEulerZ;RightControllerPosTravelX;RightControllerPosTravelY;RightControllerPosTravelZ;RightControllerRotTravelX;RightControllerRotTravelY;RightControllerRotTravelZ;HeadCameraPosWorldX;HeadCameraPosWorldY;HeadCameraPosWorldZ;HeadCameraRotEulerX;HeadCameraRotEulerY;HeadCameraRotEulerZ;HeadCameraRotTravelX;HeadCameraRotTravelY;HeadCameraRotTravelZ;LeftControllerPosWorldX;LeftControllerPosWorldY;LeftControllerPosWorldZ;LeftControllerRotEulerX;LeftControllerRotEulerY;LeftControllerRotEulerZ;LeftControllerPosTravelX;LeftControllerPosTravelY;LeftControllerPosTravelZ;LeftControllerRotTravelX;LeftControllerRotTravelY;LeftControllerRotTravelZ;RightControllerLaserPosWorldX;RightControllerLaserPosWorldY;RightControllerLaserPosWorldZ;RightControllerLaserRotEulerX;RightControllerLaserRotEulerY;RightControllerLaserRotEulerZ;RightControllerLaserPosTravelX;RightControllerLaserPosTravelY;RightControllerLaserPosTravelZ;CurrentMoleToHitId;CurrentMoleToHitIndexX;CurrentMoleToHitIndexY;CurrentMoleToHitPositionWorldX;CurrentMoleToHitPositionWorldY;CurrentMoleToHitPositionWorldZ;CurrentMoleToHitPositionLocalX;CurrentMoleToHitPositionLocalY;CurrentMoleToHitPositionLocalZ;MoleActivatedDuration;LastShotControllerRawPointingDirectionX;LastShotControllerRawPointingDirectionY;LastShotControllerRawPointingDirectionZ;MoleSurfaceHitLocationX;MoleSurfaceHitLocationY;HitPositionWorldX;HitPositionWorldY;HitPositionWorldZ;ClosestActiveMoleDistanceX;ClosestActiveMoleDistanceY
Fake Mole Spawned;2021-11-10 14:33:24.6357;36012;7cb2a686b50aa833b979407dcb560f1a;steffen@98243646.dk;MoleEvent;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.0000;182491.357211;181962.395585396;0020211110142741;False;False;None;0;0;False;None;-1;False;True;None;Playing;630;Normal;342.5959;287.4041;0;0;10;10;4;2.5;3;-3.281686;-0.441346;4.36512;3.281686;4.141346;6.685258;0;1.85;5.525189;0.6;0.4;MED7 R (R);-1.0301;0.3829;6.0520;-1.0301;-1.4671;5.5020;0.4245;5.0000;0402;0273;4;2;0.3333;0.1111;0.0251;1.3587;0.2331;321.3724;334.1420;17.0457;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;-0.0063;1.5771;0.0071;2.6794;357.2902;358.7613;0.0000;0.0000;0.0000;-0.4400;0.4131;-0.4902;0.0000;174.0035;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;-1.5066;1.5987;6.0188;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0804;8;4;1.6667;1.2003;6.0825;1.6667;-0.6497;5.5325;NULL;-0.340723;0.6242564;0.7030021;NULL;NULL;NULL;NULL;NULL;NULL;NULL
Pointer Shoot;2021-11-10 14:33:25.6024;36066;7cb2a686b50aa833b979407dcb560f1a;steffen@98243646.dk;PointerEvent;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.9821;182492.323933;181962.395585396;0020211110142741;False;False;None;0;0;False;None;-1;False;True;None;Playing;630;Normal;343.5797;286.4203;0;0;10;10;4;2.5;3;-3.281686;-0.441346;4.36512;3.281686;4.141346;6.685258;0;1.85;5.525189;0.6;0.4;MED7 R (R);NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.6685814;0.5727528;0.4742921;NULL;NULL;NULL;NULL;NULL;NULL;NULL
Mole Hit;2021-11-10 14:33:25.6054;36066;7cb2a686b50aa833b979407dcb560f1a;steffen@98243646.dk;MoleEvent;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.0000;182492.326486;181962.395585396;0020211110142741;False;False;None;0;0;False;None;-1;False;True;None;Playing;630;Normal;343.5797;286.4203;0;0;10;10;4;2.5;3;-3.281686;-0.441346;4.36512;3.281686;4.141346;6.685258;0;1.85;5.525189;0.6;0.4;MED7 R (R);1.6667;1.2003;6.0825;1.6667;-0.6497;5.5325;0.3779;5.0000;0804;0273;8;4;0.7778;0.3333;0.4385;1.3083;0.1766;325.0576;54.6481;10.3547;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0096;1.5752;0.0126;4.0919;9.7271;359.0972;0.0000;0.0000;0.0000;-0.4400;0.4131;-0.4902;0.0000;174.0035;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.5545;1.1778;5.9341;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0804;8;4;1.6667;1.2003;6.0825;1.6667;-0.6497;5.5325;0.9839;0.6685814;0.5727528;0.4742921;-0.1124;-0.0225;NULL;NULL;NULL;NULL;NULL
Fake Mole Expired;2021-11-10 14:33:25.6094;36066;7cb2a686b50aa833b979407dcb560f1a;steffen@98243646.dk;MoleEvent;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.0000;182492.330465;181962.395585396;0020211110142741;False;False;None;0;0;False;None;-1;False;True;None;Playing;630;Normal;343.5797;286.4203;0;0;10;10;4;2.5;3;-3.281686;-0.441346;4.36512;3.281686;4.141346;6.685258;0;1.85;5.525189;0.6;0.4;MED7 R (R);-1.0301;0.3829;6.0520;-1.0301;-1.4671;5.5020;0.4245;5.0000;0402;0273;4;2;0.3333;0.1111;0.4385;1.3083;0.1766;325.0576;54.6481;10.3547;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0096;1.5752;0.0126;4.0919;9.7271;359.0972;0.0000;0.0000;0.0000;-0.4400;0.4131;-0.4902;0.0000;174.0035;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.5545;1.1778;5.9341;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0804;8;4;1.6667;1.2003;6.0825;1.6667;-0.6497;5.5325;5.0000;0.6685814;0.5727528;0.4742921;NULL;NULL;NULL;NULL;NULL;NULL;NULL
Mole Expired;2021-11-10 14:33:25.6133;36066;7cb2a686b50aa833b979407dcb560f1a;steffen@98243646.dk;MoleEvent;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.0000;182492.333833;181962.395585396;0020211110142741;False;False;None;0;0;False;None;-1;False;True;None;Playing;630;Normal;343.5797;286.4203;0;0;10;10;4;2.5;3;-3.281686;-0.441346;4.36512;3.281686;4.141346;6.685258;0;1.85;5.525189;0.6;0.4;MED7 R (R);1.6667;1.2003;6.0825;1.6667;-0.6497;5.5325;0.3779;5.0000;0804;0273;8;4;0.7778;0.3333;0.4385;1.3083;0.1766;325.0576;54.6481;10.3547;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0096;1.5752;0.0126;4.0919;9.7271;359.0972;0.0000;0.0000;0.0000;-0.4400;0.4131;-0.4902;0.0000;174.0035;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.5545;1.1778;5.9341;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0804;8;4;1.6667;1.2003;6.0825;1.6667;-0.6497;5.5325;5.0000;0.6685814;0.5727528;0.4742921;NULL;NULL;NULL;NULL;NULL;NULL;NULL
Mole Spawned;2021-11-10 14:33:25.6173;36066;7cb2a686b50aa833b979407dcb560f1a;steffen@98243646.dk;MoleEvent;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.0000;182492.337341;181962.395585396;0020211110142741;False;False;None;0;0;False;None;-1;False;True;None;Playing;630;Normal;343.5797;286.4203;0;0;10;10;4;2.5;3;-3.281686;-0.441346;4.36512;3.281686;4.141346;6.685258;0;1.85;5.525189;0.6;0.4;MED7 R (R);-2.2304;2.0680;5.7721;-2.2304;0.2180;5.2221;0.3300;5.0000;0206;0274;2;6;0.1111;0.5556;0.4385;1.3083;0.1766;325.0576;54.6481;10.3547;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0096;1.5752;0.0126;4.0919;9.7271;359.0972;0.0000;0.0000;0.0000;-0.4400;0.4131;-0.4902;0.0000;174.0035;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.5545;1.1778;5.9341;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0804;8;4;1.6667;1.2003;6.0825;1.6667;-0.6497;5.5325;NULL;0.6685814;0.5727528;0.4742921;NULL;NULL;NULL;NULL;NULL;NULL;NULL
Fake Mole Spawned;2021-11-10 14:33:25.6203;36066;7cb2a686b50aa833b979407dcb560f1a;steffen@98243646.dk;MoleEvent;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.0000;182492.341258;181962.395585396;0020211110142741;False;False;None;0;0;False;None;-1;False;True;None;Playing;630;Normal;343.5797;286.4203;0;0;10;10;4;2.5;3;-3.281686;-0.441346;4.36512;3.281686;4.141346;6.685258;0;1.85;5.525189;0.6;0.4;MED7 R (R);-0.3484;0.0132;5.9606;-0.3484;-1.8368;5.4106;0.4034;5.0000;0501;0274;5;1;0.4444;0.0000;0.4385;1.3083;0.1766;325.0576;54.6481;10.3547;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0096;1.5752;0.0126;4.0919;9.7271;359.0972;0.0000;0.0000;0.0000;-0.4400;0.4131;-0.4902;0.0000;174.0035;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.5545;1.1778;5.9341;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0206;2;6;-2.2304;2.0680;5.7721;-2.2304;0.2180;5.2221;NULL;0.6685814;0.5727528;0.4742921;NULL;NULL;NULL;NULL;NULL;NULL;NULL
Pointer Shoot;2021-11-10 14:33:26.6069;36117;7cb2a686b50aa833b979407dcb560f1a;steffen@98243646.dk;PointerEvent;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1.0056;182493.32915;181962.395585396;0020211110142741;False;False;None;0;0;False;None;-1;False;True;None;Playing;630;Normal;344.5849;285.4151;0;0;10;10;4;2.5;3;-3.281686;-0.441346;4.36512;3.281686;4.141346;6.685258;0;1.85;5.525189;0.6;0.4;MED7 R (R);NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;-0.497921;0.7095215;0.4986522;NULL;NULL;NULL;NULL;NULL;NULL;NULL
Mole Hit;2021-11-10 14:33:26.6108;36117;7cb2a686b50aa833b979407dcb560f1a;steffen@98243646.dk;MoleEvent;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.0000;182493.330901;181962.395585396;0020211110142741;False;False;None;0;0;False;None;-1;False;True;None;Playing;630;Normal;344.5849;285.4151;0;0;10;10;4;2.5;3;-3.281686;-0.441346;4.36512;3.281686;4.141346;6.685258;0;1.85;5.525189;0.6;0.4;MED7 R (R);-2.2304;2.0680;5.7721;-2.2304;0.2180;5.2221;0.3115;5.0000;0206;0274;2;6;0.1111;0.5556;-0.0816;1.4206;0.2070;314.8040;315.0421;19.5047;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;-0.0212;1.5794;0.0067;1.3539;351.5782;359.3200;0.0000;0.0000;0.0000;-0.4400;0.4131;-0.4902;0.0000;174.0035;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;-2.1546;2.1025;5.6273;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0206;2;6;-2.2304;2.0680;5.7721;-2.2304;0.2180;5.2221;1.0052;-0.497921;0.7095215;0.4986522;0.0761;0.0346;NULL;NULL;NULL;NULL;NULL
Fake Mole Expired;2021-11-10 14:33:26.6148;36117;7cb2a686b50aa833b979407dcb560f1a;steffen@98243646.dk;MoleEvent;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.0000;182493.335048;181962.395585396;0020211110142741;False;False;None;0;0;False;None;-1;False;True;None;Playing;630;Normal;344.5849;285.4151;0;0;10;10;4;2.5;3;-3.281686;-0.441346;4.36512;3.281686;4.141346;6.685258;0;1.85;5.525189;0.6;0.4;MED7 R (R);-0.3484;0.0132;5.9606;-0.3484;-1.8368;5.4106;0.4034;5.0000;0501;0274;5;1;0.4444;0.0000;-0.0816;1.4206;0.2070;314.8040;315.0421;19.5047;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;-0.0212;1.5794;0.0067;1.3539;351.5782;359.3200;0.0000;0.0000;0.0000;-0.4400;0.4131;-0.4902;0.0000;174.0035;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;-2.1546;2.1025;5.6273;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0206;2;6;-2.2304;2.0680;5.7721;-2.2304;0.2180;5.2221;5.0000;-0.497921;0.7095215;0.4986522;NULL;NULL;NULL;NULL;NULL;NULL;NULL
Mole Expired;2021-11-10 14:33:26.6188;36117;7cb2a686b50aa833b979407dcb560f1a;steffen@98243646.dk;MoleEvent;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.0000;182493.339118;181962.395585396;0020211110142741;False;False;None;0;0;False;None;-1;False;True;None;Playing;630;Normal;344.5849;285.4151;0;0;10;10;4;2.5;3;-3.281686;-0.441346;4.36512;3.281686;4.141346;6.685258;0;1.85;5.525189;0.6;0.4;MED7 R (R);-2.2304;2.0680;5.7721;-2.2304;0.2180;5.2221;0.3115;5.0000;0206;0274;2;6;0.1111;0.5556;-0.0816;1.4206;0.2070;314.8040;315.0421;19.5047;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;-0.0212;1.5794;0.0067;1.3539;351.5782;359.3200;0.0000;0.0000;0.0000;-0.4400;0.4131;-0.4902;0.0000;174.0035;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;-2.1546;2.1025;5.6273;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0206;2;6;-2.2304;2.0680;5.7721;-2.2304;0.2180;5.2221;5.0000;-0.497921;0.7095215;0.4986522;NULL;NULL;NULL;NULL;NULL;NULL;NULL
Mole Spawned;2021-11-10 14:33:26.6217;36117;7cb2a686b50aa833b979407dcb560f1a;steffen@98243646.dk;MoleEvent;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.0000;182493.342923;181962.395585396;0020211110142741;False;False;None;0;0;False;None;-1;False;True;None;Playing;630;Normal;344.5849;285.4151;0;0;10;10;4;2.5;3;-3.281686;-0.441346;4.36512;3.281686;4.141346;6.685258;0;1.85;5.525189;0.6;0.4;MED7 R (R);2.2304;2.9188;5.5985;2.2304;1.0688;5.0485;0.3895;5.0000;0908;0275;9;8;0.8889;0.7778;-0.0816;1.4206;0.2070;314.8040;315.0421;19.5047;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;-0.0212;1.5794;0.0067;1.3539;351.5782;359.3200;0.0000;0.0000;0.0000;-0.4400;0.4131;-0.4902;0.0000;174.0035;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;-2.1546;2.1025;5.6273;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0206;2;6;-2.2304;2.0680;5.7721;-2.2304;0.2180;5.2221;NULL;-0.497921;0.7095215;0.4986522;NULL;NULL;NULL;NULL;NULL;NULL;NULL
Fake Mole Spawned;2021-11-10 14:33:26.6247;36117;7cb2a686b50aa833b979407dcb560f1a;steffen@98243646.dk;MoleEvent;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.0000;182493.346223;181962.395585396;0020211110142741;False;False;None;0;0;False;None;-1;False;True;None;Playing;630;Normal;344.5849;285.4151;0;0;10;10;4;2.5;3;-3.281686;-0.441346;4.36512;3.281686;4.141346;6.685258;0;1.85;5.525189;0.6;0.4;MED7 R (R);-1.0301;2.9188;6.2222;-1.0301;1.0688;5.6722;0.4154;5.0000;0408;0275;4;8;0.3333;0.7778;-0.0816;1.4206;0.2070;314.8040;315.0421;19.5047;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;-0.0212;1.5794;0.0067;1.3539;351.5782;359.3200;0.0000;0.0000;0.0000;-0.4400;0.4131;-0.4902;0.0000;174.0035;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;-2.1546;2.1025;5.6273;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0908;9;8;2.2304;2.9188;5.5985;2.2304;1.0688;5.0485;NULL;-0.497921;0.7095215;0.4986522;NULL;NULL;NULL;NULL;NULL;NULL;NULL
Pointer Shoot;2021-11-10 14:33:27.8662;36190;7cb2a686b50aa833b979407dcb560f1a;steffen@98243646.dk;PointerEvent;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1.2593;182494.588447;181962.395585396;0020211110142741;False;False;None;0;0;False;None;-1;False;True;None;Playing;630;Normal;345.8535;284.1465;0;0;10;10;4;2.5;3;-3.281686;-0.441346;4.36512;3.281686;4.141346;6.685258;0;1.85;5.525189;0.6;0.4;MED7 R (R);NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.5129257;0.8573577;0.0429554;NULL;NULL;NULL;NULL;NULL;NULL;NULL
Mole Hit;2021-11-10 14:33:27.8702;36190;7cb2a686b50aa833b979407dcb560f1a;steffen@98243646.dk;MoleEvent;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.0000;182494.590091;181962.395585396;0020211110142741;False;False;None;0;0;False;None;-1;False;True;None;Playing;630;Normal;345.8535;284.1465;0;0;10;10;4;2.5;3;-3.281686;-0.441346;4.36512;3.281686;4.141346;6.685258;0;1.85;5.525189;0.6;0.4;MED7 R (R);2.2304;2.9188;5.5985;2.2304;1.0688;5.0485;0.3913;5.0000;0908;0275;9;8;0.8889;0.7778;0.5233;1.5265;0.1155;300.9788;85.2129;352.1207;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0125;1.5849;0.0040;356.9240;16.0255;359.6217;0.0000;0.0000;0.0000;-0.4400;0.4131;-0.4902;0.0000;174.0035;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;2.0819;2.9308;5.5070;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0908;9;8;2.2304;2.9188;5.5985;2.2304;1.0688;5.0485;1.2686;0.5129257;0.8573577;0.0429554;-0.1492;0.0120;NULL;NULL;NULL;NULL;NULL
Fake Mole Expired;2021-11-10 14:33:27.8741;36190;7cb2a686b50aa833b979407dcb560f1a;steffen@98243646.dk;MoleEvent;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.0000;182494.594541;181962.395585396;0020211110142741;False;False;None;0;0;False;None;-1;False;True;None;Playing;630;Normal;345.8535;284.1465;0;0;10;10;4;2.5;3;-3.281686;-0.441346;4.36512;3.281686;4.141346;6.685258;0;1.85;5.525189;0.6;0.4;MED7 R (R);-1.0301;2.9188;6.2222;-1.0301;1.0688;5.6722;0.4154;5.0000;0408;0275;4;8;0.3333;0.7778;0.5233;1.5265;0.1155;300.9788;85.2129;352.1207;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0125;1.5849;0.0040;356.9240;16.0255;359.6217;0.0000;0.0000;0.0000;-0.4400;0.4131;-0.4902;0.0000;174.0035;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;2.0819;2.9308;5.5070;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0908;9;8;2.2304;2.9188;5.5985;2.2304;1.0688;5.0485;5.0000;0.5129257;0.8573577;0.0429554;NULL;NULL;NULL;NULL;NULL;NULL;NULL
Mole Expired;2021-11-10 14:33:27.8771;36190;7cb2a686b50aa833b979407dcb560f1a;steffen@98243646.dk;MoleEvent;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.0000;182494.598249;181962.395585396;0020211110142741;False;False;None;0;0;False;None;-1;False;True;None;Playing;630;Normal;345.8535;284.1465;0;0;10;10;4;2.5;3;-3.281686;-0.441346;4.36512;3.281686;4.141346;6.685258;0;1.85;5.525189;0.6;0.4;MED7 R (R);2.2304;2.9188;5.5985;2.2304;1.0688;5.0485;0.3913;5.0000;0908;0275;9;8;0.8889;0.7778;0.5233;1.5265;0.1155;300.9788;85.2129;352.1207;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0125;1.5849;0.0040;356.9240;16.0255;359.6217;0.0000;0.0000;0.0000;-0.4400;0.4131;-0.4902;0.0000;174.0035;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;2.0819;2.9308;5.5070;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0908;9;8;2.2304;2.9188;5.5985;2.2304;1.0688;5.0485;5.0000;0.5129257;0.8573577;0.0429554;NULL;NULL;NULL;NULL;NULL;NULL;NULL
Mole Spawned;2021-11-10 14:33:27.8801;36190;7cb2a686b50aa833b979407dcb560f1a;steffen@98243646.dk;MoleEvent;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.0000;182494.601391;181962.395585396;0020211110142741;False;False;None;0;0;False;None;-1;False;True;None;Playing;630;Normal;345.8535;284.1465;0;0;10;10;4;2.5;3;-3.281686;-0.441346;4.36512;3.281686;4.141346;6.685258;0;1.85;5.525189;0.6;0.4;MED7 R (R);-1.0301;0.3829;6.0520;-1.0301;-1.4671;5.5020;0.4245;5.0000;0402;0276;4;2;0.3333;0.1111;0.5233;1.5265;0.1155;300.9788;85.2129;352.1207;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0125;1.5849;0.0040;356.9240;16.0255;359.6217;0.0000;0.0000;0.0000;-0.4400;0.4131;-0.4902;0.0000;174.0035;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;2.0819;2.9308;5.5070;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0908;9;8;2.2304;2.9188;5.5985;2.2304;1.0688;5.0485;NULL;0.5129257;0.8573577;0.0429554;NULL;NULL;NULL;NULL;NULL;NULL;NULL
Fake Mole Spawned;2021-11-10 14:33:27.8831;36190;7cb2a686b50aa833b979407dcb560f1a;steffen@98243646.dk;MoleEvent;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.0000;182494.604345;181962.395585396;0020211110142741;False;False;None;0;0;False;None;-1;False;True;None;Playing;630;Normal;345.8535;284.1465;0;0;10;10;4;2.5;3;-3.281686;-0.441346;4.36512;3.281686;4.141346;6.685258;0;1.85;5.525189;0.6;0.4;MED7 R (R);-1.6667;0.0132;5.5751;-1.6667;-1.8368;5.0251;0.4525;5.0000;0301;0276;3;1;0.2222;0.0000;0.5233;1.5265;0.1155;300.9788;85.2129;352.1207;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0125;1.5849;0.0040;356.9240;16.0255;359.6217;0.0000;0.0000;0.0000;-0.4400;0.4131;-0.4902;0.0000;174.0035;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;2.0819;2.9308;5.5070;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0402;4;2;-1.0301;0.3829;6.0520;-1.0301;-1.4671;5.5020;NULL;0.5129257;0.8573577;0.0429554;NULL;NULL;NULL;NULL;NULL;NULL;NULL
Pointer Shoot;2021-11-10 14:33:29.0097;36250;7cb2a686b50aa833b979407dcb560f1a;steffen@98243646.dk;PointerEvent;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1.1422;182495.731713;181962.395585396;0020211110142741;False;False;None;0;0;False;None;-1;False;True;None;Playing;630;Normal;346.9861;283.0139;0;0;10;10;4;2.5;3;-3.281686;-0.441346;4.36512;3.281686;4.141346;6.685258;0;1.85;5.525189;0.6;0.4;MED7 R (R);NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;-0.07779645;0.3142747;0.9461391;NULL;NULL;NULL;NULL;NULL;NULL;NULL
