Event,Timestamp,Framecount,SessionID,Email,EventType,MotorSpaceWidth,MotorSpaceHeight,MotorSpaceMultiplier,MotorSpaceCenterPositionX,MotorSpaceCenterPositionY,MotorSpaceCenterPositionZ,MotorSpaceGainX,MotorSpaceGainY,MotorSpaceName,TimeSinceLastEvent,PupilTime,UnityToPupilTimeOffset,GameId,RightControllerMain,MirrorEffect,EyePatch,ControllerOffset,PrismOffset,DualTask,HideWall,HideWallAmount,GeometricMirror,ControllerSmoothed,ControllerAimAssistState,GameState,GameDuration,GameSpeed,GameTimeSpent,GameTimeLeft,ParticipantId,TestId,WallRowCount,WallColumnCount,WallSizeX,WallSizeY,WallSizeZ,WallBoundsXMin,WallBoundsYMin,WallBoundsZMin,WallBoundsXMax,WallBoundsYMax,WallBoundsZMax,WallCenterX,WallCenterY,WallCenterZ,WallCurveRatioX,WallCurveRatioY,LastShotControllerRawPointingDirectionX,LastShotControllerRawPointingDirectionY,LastShotControllerRawPointingDirectionZ,HitPositionWorldX,HitPositionWorldY,HitPositionWorldZ,ClosestActiveMoleDistanceX,ClosestActiveMoleDistanceY,RightControllerPosWorldX,RightControllerPosWorldY,RightControllerPosWorldZ,RightControllerRotEulerX,RightControllerRotEulerY,RightControllerRotEulerZ,RightControllerPosTravelX,RightControllerPosTravelY,RightControllerPosTravelZ,RightControllerRotTravelX,RightControllerRotTravelY,RightControllerRotTravelZ,HeadCameraPosWorldX,HeadCameraPosWorldY,HeadCameraPosWorldZ,HeadCameraRotEulerX,HeadCameraRotEulerY,HeadCameraRotEulerZ,HeadCameraRotTravelX,HeadCameraRotTravelY,HeadCameraRotTravelZ,LeftControllerPosWorldX,LeftControllerPosWorldY,LeftControllerPosWorldZ,LeftControllerRotEulerX,LeftControllerRotEulerY,LeftControllerRotEulerZ,LeftControllerPosTravelX,LeftControllerPosTravelY,LeftControllerPosTravelZ,LeftControllerRotTravelX,LeftControllerRotTravelY,LeftControllerRotTravelZ,RightControllerLaserPosWorldX,RightControllerLaserPosWorldY,RightControllerLaserPosWorldZ,RightControllerLaserRotEulerX,RightControllerLaserRotEulerY,RightControllerLaserRotEulerZ,RightControllerLaserPosTravelX,RightControllerLaserPosTravelY,RightControllerLaserPosTravelZ,PlayedPattern,MolePositionWorldX,MolePositionWorldY,MolePositionWorldZ,MolePositionLocalX,MolePositionLocalY,MolePositionLocalZ,MoleSize,MoleLifeTime,MoleId,MoleSpawnOrder,MoleIndexX,MoleIndexY,MoleNormalizedIndexX,MoleNormalizedIndexY,CurrentMoleToHitId,CurrentMoleToHitIndexX,CurrentMoleToHitIndexY,CurrentMoleToHitPositionWorldX,CurrentMoleToHitPositionWorldY,CurrentMoleToHitPositionWorldZ,CurrentMoleToHitPositionLocalX,CurrentMoleToHitPositionLocalY,CurrentMoleToHitPositionLocalZ,MoleActivatedDuration,MoleSurfaceHitLocationX,MoleSurfaceHitLocationY
Mole Expired,2021-12-08 15:58:57.3112,51170,8a26a1e0293002b2e41ed9ac455afa5d,steffen@98243646.dk,MoleEvent,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.0000,438541.167511,437732.116309497,0020211208155247,False,False,None,0,0,False,None,-1,False,True,None,Playing,630,Normal,369.8036,260.1964,0,0,10,10,4,2.5,3,-3.281686,-0.441346,4.36512,3.281686,4.141346,6.685258,0,1.85,5.525189,0.6,0.4,0.1220138,0.8222998,0.5558197,NULL,NULL,NULL,NULL,NULL,0.1848,1.1707,0.3096,304.6843,12.3812,9.4911,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0242,1.5203,-0.0332,5.0580,3.3592,358.8960,0.0000,0.0000,0.0000,0.1072,0.3776,-0.7519,0.0000,53.6434,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.2911,0.0237,5.7726,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,MED7 R (R),-0.3484,0.0132,5.9606,-0.3484,-1.8368,5.4106,0.4179,5.0000,0501,0182,5,1,0.4444,0.0000,0501,5,1,-0.3484,0.0132,5.9606,-0.3484,-1.8368,5.4106,5.0000,NULL,NULL
Mole Spawned,2021-12-08 15:58:57.3141,51170,8a26a1e0293002b2e41ed9ac455afa5d,steffen@98243646.dk,MoleEvent,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.0000,438541.170373,437732.116309497,0020211208155247,False,False,None,0,0,False,None,-1,False,True,None,Playing,630,Normal,369.8036,260.1964,0,0,10,10,4,2.5,3,-3.281686,-0.441346,4.36512,3.281686,4.141346,6.685258,0,1.85,5.525189,0.6,0.4,0.1220138,0.8222998,0.5558197,NULL,NULL,NULL,NULL,NULL,0.1848,1.1707,0.3096,304.6843,12.3812,9.4911,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0242,1.5203,-0.0332,5.0580,3.3592,358.8960,0.0000,0.0000,0.0000,0.1072,0.3776,-0.7519,0.0000,53.6434,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.2911,0.0237,5.7726,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,MED7 R (R),-2.6967,2.9188,5.1324,-2.6967,1.0688,4.5824,0.3579,5.0000,0108,0183,1,8,0.0000,0.7778,0501,5,1,-0.3484,0.0132,5.9606,-0.3484,-1.8368,5.4106,NULL,NULL,NULL
Fake Mole Spawned,2021-12-08 15:58:57.3171,51170,8a26a1e0293002b2e41ed9ac455afa5d,steffen@98243646.dk,MoleEvent,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.0000,438541.17311,437732.116309497,0020211208155247,False,False,None,0,0,False,None,-1,False,True,None,Playing,630,Normal,369.8036,260.1964,0,0,10,10,4,2.5,3,-3.281686,-0.441346,4.36512,3.281686,4.141346,6.685258,0,1.85,5.525189,0.6,0.4,0.1220138,0.8222998,0.5558197,NULL,NULL,NULL,NULL,NULL,0.1848,1.1707,0.3096,304.6843,12.3812,9.4911,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0242,1.5203,-0.0332,5.0580,3.3592,358.8960,0.0000,0.0000,0.0000,0.1072,0.3776,-0.7519,0.0000,53.6434,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.2911,0.0237,5.7726,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,MED7 R (R),-1.6667,1.2003,6.0825,-1.6667,-0.6497,5.5325,0.3906,5.0000,0304,0183,3,4,0.2222,0.3333,0108,1,8,-2.6967,2.9188,5.1324,-2.6967,1.0688,4.5824,NULL,NULL,NULL
Pointer Shoot,2021-12-08 15:59:00.1031,51278,8a26a1e0293002b2e41ed9ac455afa5d,steffen@98243646.dk,PointerEvent,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2.8011,438543.960031,437732.116309497,0020211208155247,False,False,None,0,0,False,None,-1,False,True,None,Playing,630,Normal,372.6143,257.3857,0,0,10,10,4,2.5,3,-3.281686,-0.441346,4.36512,3.281686,4.141346,6.685258,0,1.85,5.525189,0.6,0.4,-0.05055786,0.9519894,-0.3019278,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,MED7 R (R),NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Mole Hit,2021-12-08 15:59:00.1060,51278,8a26a1e0293002b2e41ed9ac455afa5d,steffen@98243646.dk,MoleEvent,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.0000,438543.961736,437732.116309497,0020211208155247,False,False,None,0,0,False,None,-1,False,True,None,Playing,630,Normal,372.6143,257.3857,0,0,10,10,4,2.5,3,-3.281686,-0.441346,4.36512,3.281686,4.141346,6.685258,0,1.85,5.525189,0.6,0.4,-0.05055786,0.9519894,-0.3019278,NULL,NULL,NULL,NULL,NULL,-0.1884,1.5253,0.2438,287.8262,189.5060,151.7693,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0719,1.5437,-0.0723,344.0410,342.8652,3.0110,0.0000,0.0000,0.0000,0.1072,0.3776,-0.7519,0.0000,53.6434,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-2.6509,2.8128,5.0341,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,MED7 R (R),-2.6967,2.9188,5.1324,-2.6967,1.0688,4.5824,0.3580,5.0000,0108,0183,1,8,0.0000,0.7778,0108,1,8,-2.6967,2.9188,5.1324,-2.6967,1.0688,4.5824,2.8108,0.0465,-0.1060
Fake Mole Expired,2021-12-08 15:59:00.1100,51278,8a26a1e0293002b2e41ed9ac455afa5d,steffen@98243646.dk,MoleEvent,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.0000,438543.966024,437732.116309497,0020211208155247,False,False,None,0,0,False,None,-1,False,True,None,Playing,630,Normal,372.6143,257.3857,0,0,10,10,4,2.5,3,-3.281686,-0.441346,4.36512,3.281686,4.141346,6.685258,0,1.85,5.525189,0.6,0.4,-0.05055786,0.9519894,-0.3019278,NULL,NULL,NULL,NULL,NULL,-0.1884,1.5253,0.2438,287.8262,189.5060,151.7693,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0719,1.5437,-0.0723,344.0410,342.8652,3.0110,0.0000,0.0000,0.0000,0.1072,0.3776,-0.7519,0.0000,53.6434,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-2.6509,2.8128,5.0341,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,MED7 R (R),-1.6667,1.2003,6.0825,-1.6667,-0.6497,5.5325,0.3906,5.0000,0304,0183,3,4,0.2222,0.3333,0108,1,8,-2.6967,2.9188,5.1324,-2.6967,1.0688,4.5824,5.0000,NULL,NULL
Mole Expired,2021-12-08 15:59:00.1129,51278,8a26a1e0293002b2e41ed9ac455afa5d,steffen@98243646.dk,MoleEvent,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.0000,438543.969148,437732.116309497,0020211208155247,False,False,None,0,0,False,None,-1,False,True,None,Playing,630,Normal,372.6143,257.3857,0,0,10,10,4,2.5,3,-3.281686,-0.441346,4.36512,3.281686,4.141346,6.685258,0,1.85,5.525189,0.6,0.4,-0.05055786,0.9519894,-0.3019278,NULL,NULL,NULL,NULL,NULL,-0.1884,1.5253,0.2438,287.8262,189.5060,151.7693,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0719,1.5437,-0.0723,344.0410,342.8652,3.0110,0.0000,0.0000,0.0000,0.1072,0.3776,-0.7519,0.0000,53.6434,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-2.6509,2.8128,5.0341,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,MED7 R (R),-2.6967,2.9188,5.1324,-2.6967,1.0688,4.5824,0.3580,5.0000,0108,0183,1,8,0.0000,0.7778,0108,1,8,-2.6967,2.9188,5.1324,-2.6967,1.0688,4.5824,5.0000,NULL,NULL
Mole Spawned,2021-12-08 15:59:00.1179,51278,8a26a1e0293002b2e41ed9ac455afa5d,steffen@98243646.dk,MoleEvent,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.0000,438543.972622,437732.116309497,0020211208155247,False,False,None,0,0,False,None,-1,False,True,None,Playing,630,Normal,372.6143,257.3857,0,0,10,10,4,2.5,3,-3.281686,-0.441346,4.36512,3.281686,4.141346,6.685258,0,1.85,5.525189,0.6,0.4,-0.05055786,0.9519894,-0.3019278,NULL,NULL,NULL,NULL,NULL,-0.1884,1.5253,0.2438,287.8262,189.5060,151.7693,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0719,1.5437,-0.0723,344.0410,342.8652,3.0110,0.0000,0.0000,0.0000,0.1072,0.3776,-0.7519,0.0000,53.6434,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-2.6509,2.8128,5.0341,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,MED7 R (R),2.2304,2.9188,5.5985,2.2304,1.0688,5.0485,0.3917,5.0000,0908,0184,9,8,0.8889,0.7778,0108,1,8,-2.6967,2.9188,5.1324,-2.6967,1.0688,4.5824,NULL,NULL,NULL
Fake Mole Spawned,2021-12-08 15:59:00.1209,51278,8a26a1e0293002b2e41ed9ac455afa5d,steffen@98243646.dk,MoleEvent,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.0000,438543.976732,437732.116309497,0020211208155247,False,False,None,0,0,False,None,-1,False,True,None,Playing,630,Normal,372.6143,257.3857,0,0,10,10,4,2.5,3,-3.281686,-0.441346,4.36512,3.281686,4.141346,6.685258,0,1.85,5.525189,0.6,0.4,-0.05055786,0.9519894,-0.3019278,NULL,NULL,NULL,NULL,NULL,-0.1884,1.5253,0.2438,287.8262,189.5060,151.7693,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0719,1.5437,-0.0723,344.0410,342.8652,3.0110,0.0000,0.0000,0.0000,0.1072,0.3776,-0.7519,0.0000,53.6434,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-2.6509,2.8128,5.0341,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,MED7 R (R),-2.2304,2.0680,5.7721,-2.2304,0.2180,5.2221,0.3320,5.0000,0206,0184,2,6,0.1111,0.5556,0908,9,8,2.2304,2.9188,5.5985,2.2304,1.0688,5.0485,NULL,NULL,NULL
Pointer Shoot,2021-12-08 15:59:02.6189,51365,8a26a1e0293002b2e41ed9ac455afa5d,steffen@98243646.dk,PointerEvent,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2.5151,438546.475617,437732.116309497,0020211208155247,False,False,None,0,0,False,None,-1,False,True,None,Playing,630,Normal,375.1285,254.8715,0,0,10,10,4,2.5,3,-3.281686,-0.441346,4.36512,3.281686,4.141346,6.685258,0,1.85,5.525189,0.6,0.4,0.2527843,0.9010011,-0.3525584,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,MED7 R (R),NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Mole Hit,2021-12-08 15:59:02.6219,51365,8a26a1e0293002b2e41ed9ac455afa5d,steffen@98243646.dk,MoleEvent,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.0000,438546.477761,437732.116309497,0020211208155247,False,False,None,0,0,False,None,-1,False,True,None,Playing,630,Normal,375.1285,254.8715,0,0,10,10,4,2.5,3,-3.281686,-0.441346,4.36512,3.281686,4.141346,6.685258,0,1.85,5.525189,0.6,0.4,0.2527843,0.9010011,-0.3525584,NULL,NULL,NULL,NULL,NULL,0.5395,1.5170,0.1687,295.7100,144.3595,284.9507,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0044,1.5420,-0.0641,351.4252,17.8013,357.1597,0.0000,0.0000,0.0000,0.1072,0.3776,-0.7519,0.0000,53.6434,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2.1821,2.8516,5.4625,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,MED7 R (R),2.2304,2.9188,5.5985,2.2304,1.0688,5.0485,0.3917,5.0000,0908,0184,9,8,0.8889,0.7778,0908,9,8,2.2304,2.9188,5.5985,2.2304,1.0688,5.0485,2.5142,-0.0487,-0.0672
Fake Mole Expired,2021-12-08 15:59:02.6258,51365,8a26a1e0293002b2e41ed9ac455afa5d,steffen@98243646.dk,MoleEvent,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.0000,438546.481472,437732.116309497,0020211208155247,False,False,None,0,0,False,None,-1,False,True,None,Playing,630,Normal,375.1285,254.8715,0,0,10,10,4,2.5,3,-3.281686,-0.441346,4.36512,3.281686,4.141346,6.685258,0,1.85,5.525189,0.6,0.4,0.2527843,0.9010011,-0.3525584,NULL,NULL,NULL,NULL,NULL,0.5395,1.5170,0.1687,295.7100,144.3595,284.9507,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0044,1.5420,-0.0641,351.4252,17.8013,357.1597,0.0000,0.0000,0.0000,0.1072,0.3776,-0.7519,0.0000,53.6434,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2.1821,2.8516,5.4625,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,MED7 R (R),-2.2304,2.0680,5.7721,-2.2304,0.2180,5.2221,0.3320,5.0000,0206,0184,2,6,0.1111,0.5556,0908,9,8,2.2304,2.9188,5.5985,2.2304,1.0688,5.0485,5.0000,NULL,NULL
Mole Expired,2021-12-08 15:59:02.6288,51365,8a26a1e0293002b2e41ed9ac455afa5d,steffen@98243646.dk,MoleEvent,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.0000,438546.484866,437732.116309497,0020211208155247,False,False,None,0,0,False,None,-1,False,True,None,Playing,630,Normal,375.1285,254.8715,0,0,10,10,4,2.5,3,-3.281686,-0.441346,4.36512,3.281686,4.141346,6.685258,0,1.85,5.525189,0.6,0.4,0.2527843,0.9010011,-0.3525584,NULL,NULL,NULL,NULL,NULL,0.5395,1.5170,0.1687,295.7100,144.3595,284.9507,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0044,1.5420,-0.0641,351.4252,17.8013,357.1597,0.0000,0.0000,0.0000,0.1072,0.3776,-0.7519,0.0000,53.6434,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2.1821,2.8516,5.4625,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,MED7 R (R),2.2304,2.9188,5.5985,2.2304,1.0688,5.0485,0.3917,5.0000,0908,0184,9,8,0.8889,0.7778,0908,9,8,2.2304,2.9188,5.5985,2.2304,1.0688,5.0485,5.0000,NULL,NULL
Mole Spawned,2021-12-08 15:59:02.6318,51365,8a26a1e0293002b2e41ed9ac455afa5d,steffen@98243646.dk,MoleEvent,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.0000,438546.487898,437732.116309497,0020211208155247,False,False,None,0,0,False,None,-1,False,True,None,Playing,630,Normal,375.1285,254.8715,0,0,10,10,4,2.5,3,-3.281686,-0.441346,4.36512,3.281686,4.141346,6.685258,0,1.85,5.525189,0.6,0.4,0.2527843,0.9010011,-0.3525584,NULL,NULL,NULL,NULL,NULL,0.5395,1.5170,0.1687,295.7100,144.3595,284.9507,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0044,1.5420,-0.0641,351.4252,17.8013,357.1597,0.0000,0.0000,0.0000,0.1072,0.3776,-0.7519,0.0000,53.6434,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2.1821,2.8516,5.4625,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,MED7 R (R),-1.6667,0.7812,5.9672,-1.6667,-1.0688,5.4172,0.4110,5.0000,0303,0185,3,3,0.2222,0.2222,0908,9,8,2.2304,2.9188,5.5985,2.2304,1.0688,5.0485,NULL,NULL,NULL
Fake Mole Spawned,2021-12-08 15:59:02.6347,51365,8a26a1e0293002b2e41ed9ac455afa5d,steffen@98243646.dk,MoleEvent,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.0000,438546.490371,437732.116309497,0020211208155247,False,False,None,0,0,False,None,-1,False,True,None,Playing,630,Normal,375.1285,254.8715,0,0,10,10,4,2.5,3,-3.281686,-0.441346,4.36512,3.281686,4.141346,6.685258,0,1.85,5.525189,0.6,0.4,0.2527843,0.9010011,-0.3525584,NULL,NULL,NULL,NULL,NULL,0.5395,1.5170,0.1687,295.7100,144.3595,284.9507,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0044,1.5420,-0.0641,351.4252,17.8013,357.1597,0.0000,0.0000,0.0000,0.1072,0.3776,-0.7519,0.0000,53.6434,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2.1821,2.8516,5.4625,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,MED7 R (R),-1.6667,1.2003,6.0825,-1.6667,-0.6497,5.5325,0.3906,5.0000,0304,0185,3,4,0.2222,0.3333,0303,3,3,-1.6667,0.7812,5.9672,-1.6667,-1.0688,5.4172,NULL,NULL,NULL
Pointer Shoot,2021-12-08 15:59:04.4947,51431,8a26a1e0293002b2e41ed9ac455afa5d,steffen@98243646.dk,PointerEvent,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.8764,438548.35165,437732.116309497,0020211208155247,False,False,None,0,0,False,None,-1,False,True,None,Playing,630,Normal,376.995,253.005,0,0,10,10,4,2.5,3,-3.281686,-0.441346,4.36512,3.281686,4.141346,6.685258,0,1.85,5.525189,0.6,0.4,-0.1255713,0.9291406,0.3477494,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,MED7 R (R),NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Mole Hit,2021-12-08 15:59:04.4967,51431,8a26a1e0293002b2e41ed9ac455afa5d,steffen@98243646.dk,MoleEvent,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.0000,438548.35315,437732.116309497,0020211208155247,False,False,None,0,0,False,None,-1,False,True,None,Playing,630,Normal,376.995,253.005,0,0,10,10,4,2.5,3,-3.281686,-0.441346,4.36512,3.281686,4.141346,6.685258,0,1.85,5.525189,0.6,0.4,-0.1255713,0.9291406,0.3477494,NULL,NULL,NULL,NULL,NULL,0.0219,1.2603,0.2647,291.6988,340.1455,15.6398,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0382,1.5303,-0.0527,358.5092,354.6653,0.0217,0.0000,0.0000,0.0000,0.1072,0.3776,-0.7519,0.0000,53.6434,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-1.5096,0.7661,5.8406,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,MED7 R (R),-1.6667,0.7812,5.9672,-1.6667,-1.0688,5.4172,0.4033,5.0000,0303,0185,3,3,0.2222,0.2222,0303,3,3,-1.6667,0.7812,5.9672,-1.6667,-1.0688,5.4172,1.8665,0.1573,-0.0151
Fake Mole Expired,2021-12-08 15:59:04.5007,51431,8a26a1e0293002b2e41ed9ac455afa5d,steffen@98243646.dk,MoleEvent,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.0000,438548.356777,437732.116309497,0020211208155247,False,False,None,0,0,False,None,-1,False,True,None,Playing,630,Normal,376.995,253.005,0,0,10,10,4,2.5,3,-3.281686,-0.441346,4.36512,3.281686,4.141346,6.685258,0,1.85,5.525189,0.6,0.4,-0.1255713,0.9291406,0.3477494,NULL,NULL,NULL,NULL,NULL,0.0219,1.2603,0.2647,291.6988,340.1455,15.6398,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0382,1.5303,-0.0527,358.5092,354.6653,0.0217,0.0000,0.0000,0.0000,0.1072,0.3776,-0.7519,0.0000,53.6434,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-1.5096,0.7661,5.8406,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,MED7 R (R),-1.6667,1.2003,6.0825,-1.6667,-0.6497,5.5325,0.3906,5.0000,0304,0185,3,4,0.2222,0.3333,0303,3,3,-1.6667,0.7812,5.9672,-1.6667,-1.0688,5.4172,5.0000,NULL,NULL
Mole Expired,2021-12-08 15:59:04.5026,51431,8a26a1e0293002b2e41ed9ac455afa5d,steffen@98243646.dk,MoleEvent,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.0000,438548.359416,437732.116309497,0020211208155247,False,False,None,0,0,False,None,-1,False,True,None,Playing,630,Normal,376.995,253.005,0,0,10,10,4,2.5,3,-3.281686,-0.441346,4.36512,3.281686,4.141346,6.685258,0,1.85,5.525189,0.6,0.4,-0.1255713,0.9291406,0.3477494,NULL,NULL,NULL,NULL,NULL,0.0219,1.2603,0.2647,291.6988,340.1455,15.6398,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0382,1.5303,-0.0527,358.5092,354.6653,0.0217,0.0000,0.0000,0.0000,0.1072,0.3776,-0.7519,0.0000,53.6434,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-1.5096,0.7661,5.8406,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,MED7 R (R),-1.6667,0.7812,5.9672,-1.6667,-1.0688,5.4172,0.4033,5.0000,0303,0185,3,3,0.2222,0.2222,0303,3,3,-1.6667,0.7812,5.9672,-1.6667,-1.0688,5.4172,5.0000,NULL,NULL
Mole Spawned,2021-12-08 15:59:04.5056,51431,8a26a1e0293002b2e41ed9ac455afa5d,steffen@98243646.dk,MoleEvent,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.0000,438548.36188,437732.116309497,0020211208155247,False,False,None,0,0,False,None,-1,False,True,None,Playing,630,Normal,376.995,253.005,0,0,10,10,4,2.5,3,-3.281686,-0.441346,4.36512,3.281686,4.141346,6.685258,0,1.85,5.525189,0.6,0.4,-0.1255713,0.9291406,0.3477494,NULL,NULL,NULL,NULL,NULL,0.0219,1.2603,0.2647,291.6988,340.1455,15.6398,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0382,1.5303,-0.0527,358.5092,354.6653,0.0217,0.0000,0.0000,0.0000,0.1072,0.3776,-0.7519,0.0000,53.6434,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-1.5096,0.7661,5.8406,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,MED7 R (R),1.0301,0.3829,6.0520,1.0301,-1.4671,5.5020,0.4295,5.0000,0702,0186,7,2,0.6667,0.1111,0303,3,3,-1.6667,0.7812,5.9672,-1.6667,-1.0688,5.4172,NULL,NULL,NULL
