Event;Timestamp;Framecount;SessionID;Email;EventType;MotorSpaceWidth;MotorSpaceHeight;MotorSpaceMultiplier;MotorSpaceCenterPositionX;MotorSpaceCenterPositionY;MotorSpaceCenterPositionZ;MotorSpaceGainX;MotorSpaceGainY;MotorSpaceName;TimeSinceLastEvent;PupilTime;UnityToPupilTimeOffset;GameId;RightControllerMain;MirrorEffect;EyePatch;ControllerOffset;PrismOffset;DualTask;HideWall;HideWallAmount;GeometricMirror;ControllerSmoothed;ControllerAimAssistState;GameState;GameDuration;GameSpeed;GameTimeSpent;GameTimeLeft;ParticipantId;TestId;WallRowCount;WallColumnCount;WallSizeX;WallSizeY;WallSizeZ;WallBoundsXMin;WallBoundsYMin;WallBoundsZMin;WallBoundsXMax;WallBoundsYMax;WallBoundsZMax;WallCenterX;WallCenterY;WallCenterZ;WallCurveRatioX;WallCurveRatioY;LastShotControllerRawPointingDirectionX;LastShotControllerRawPointingDirectionY;LastShotControllerRawPointingDirectionZ;PlayedPattern;MolePositionWorldX;MolePositionWorldY;MolePositionWorldZ;MolePositionLocalX;MolePositionLocalY;MolePositionLocalZ;MoleSize;MoleLifeTime;MoleId;MoleSpawnOrder;MoleIndexX;MoleIndexY;MoleNormalizedIndexX;MoleNormalizedIndexY;RightControllerPosWorldX;RightControllerPosWorldY;RightControllerPosWorldZ;RightControllerRotEulerX;RightControllerRotEulerY;RightControllerRotEulerZ;RightControllerPosTravelX;RightControllerPosTravelY;RightControllerPosTravelZ;RightControllerRotTravelX;RightControllerRotTravelY;RightControllerRotTravelZ;HeadCameraPosWorldX;HeadCameraPosWorldY;HeadCameraPosWorldZ;HeadCameraRotEulerX;HeadCameraRotEulerY;HeadCameraRotEulerZ;HeadCameraRotTravelX;HeadCameraRotTravelY;HeadCameraRotTravelZ;LeftControllerPosWorldX;LeftControllerPosWorldY;LeftControllerPosWorldZ;LeftControllerRotEulerX;LeftControllerRotEulerY;LeftControllerRotEulerZ;LeftControllerPosTravelX;LeftControllerPosTravelY;LeftControllerPosTravelZ;LeftControllerRotTravelX;LeftControllerRotTravelY;LeftControllerRotTravelZ;RightControllerLaserPosWorldX;RightControllerLaserPosWorldY;RightControllerLaserPosWorldZ;RightControllerLaserRotEulerX;RightControllerLaserRotEulerY;RightControllerLaserRotEulerZ;RightControllerLaserPosTravelX;RightControllerLaserPosTravelY;RightControllerLaserPosTravelZ;CurrentMoleToHitId;CurrentMoleToHitIndexX;CurrentMoleToHitIndexY;CurrentMoleToHitPositionWorldX;CurrentMoleToHitPositionWorldY;CurrentMoleToHitPositionWorldZ;CurrentMoleToHitPositionLocalX;CurrentMoleToHitPositionLocalY;CurrentMoleToHitPositionLocalZ;MoleActivatedDuration;MoleSurfaceHitLocationX;MoleSurfaceHitLocationY;HitPositionWorldX;HitPositionWorldY;HitPositionWorldZ;ClosestActiveMoleDistanceX;ClosestActiveMoleDistanceY
Fake Mole Expired;2021-11-10 11:31:37.2813;32548;c865b45335caa7334f6934beee36e185;steffen@98243646.dk;MoleEvent;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.0000;171583.023619;171057.400699223;0020211110112813;False;False;None;0;0;False;None;-1;False;True;None;Playing;630;Normal;203.9211;426.0789;0;0;10;10;4;2.5;3;-3.281686;-0.441346;4.36512;3.281686;4.141346;6.685258;0;1.85;5.525189;0.6;0.4;0.3599881;0.440682;0.8223187;MED7 R (R);1.6667;2.4997;6.0825;1.6667;0.6497;5.5325;0.3906;5.0000;0807;0108;8;7;0.7778;0.6667;0.2720;1.3077;0.4047;333.8526;23.6425;357.8219;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0135;1.6445;-0.0060;2.2562;0.7355;357.3950;0.0000;0.0000;0.0000;-0.2596;0.4498;0.1008;0.0000;94.5310;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.3413;1.1597;6.2610;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0604;6;4;0.3484;1.2003;6.4680;0.3484;-0.6497;5.9180;5.0000;NULL;NULL;NULL;NULL;NULL;NULL;NULL
Mole Expired;2021-11-10 11:31:37.2842;32548;c865b45335caa7334f6934beee36e185;steffen@98243646.dk;MoleEvent;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.0000;171583.026655;171057.400699223;0020211110112813;False;False;None;0;0;False;None;-1;False;True;None;Playing;630;Normal;203.9211;426.0789;0;0;10;10;4;2.5;3;-3.281686;-0.441346;4.36512;3.281686;4.141346;6.685258;0;1.85;5.525189;0.6;0.4;0.3599881;0.440682;0.8223187;MED7 R (R);0.3484;1.2003;6.4680;0.3484;-0.6497;5.9180;0.4051;5.0000;0604;0108;6;4;0.5556;0.3333;0.2720;1.3077;0.4047;333.8526;23.6425;357.8219;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0135;1.6445;-0.0060;2.2562;0.7355;357.3950;0.0000;0.0000;0.0000;-0.2596;0.4498;0.1008;0.0000;94.5310;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.3413;1.1597;6.2610;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0604;6;4;0.3484;1.2003;6.4680;0.3484;-0.6497;5.9180;5.0000;NULL;NULL;NULL;NULL;NULL;NULL;NULL
Mole Spawned;2021-11-10 11:31:37.2872;32548;c865b45335caa7334f6934beee36e185;steffen@98243646.dk;MoleEvent;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.0000;171583.029858;171057.400699223;0020211110112813;False;False;None;0;0;False;None;-1;False;True;None;Playing;630;Normal;203.9211;426.0789;0;0;10;10;4;2.5;3;-3.281686;-0.441346;4.36512;3.281686;4.141346;6.685258;0;1.85;5.525189;0.6;0.4;0.3599881;0.440682;0.8223187;MED7 R (R);1.6667;2.0680;6.1408;1.6667;0.2180;5.5908;0.3685;5.0000;0806;0109;8;6;0.7778;0.5556;0.2720;1.3077;0.4047;333.8526;23.6425;357.8219;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0135;1.6445;-0.0060;2.2562;0.7355;357.3950;0.0000;0.0000;0.0000;-0.2596;0.4498;0.1008;0.0000;94.5310;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.3413;1.1597;6.2610;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0604;6;4;0.3484;1.2003;6.4680;0.3484;-0.6497;5.9180;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
Fake Mole Spawned;2021-11-10 11:31:37.2901;32548;c865b45335caa7334f6934beee36e185;steffen@98243646.dk;MoleEvent;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.0000;171583.032643;171057.400699223;0020211110112813;False;False;None;0;0;False;None;-1;False;True;None;Playing;630;Normal;203.9211;426.0789;0;0;10;10;4;2.5;3;-3.281686;-0.441346;4.36512;3.281686;4.141346;6.685258;0;1.85;5.525189;0.6;0.4;0.3599881;0.440682;0.8223187;MED7 R (R);-1.6667;2.0680;6.1408;-1.6667;0.2180;5.5908;0.3685;5.0000;0306;0109;3;6;0.2222;0.5556;0.2720;1.3077;0.4047;333.8526;23.6425;357.8219;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0135;1.6445;-0.0060;2.2562;0.7355;357.3950;0.0000;0.0000;0.0000;-0.2596;0.4498;0.1008;0.0000;94.5310;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.3413;1.1597;6.2610;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0806;8;6;1.6667;2.0680;6.1408;1.6667;0.2180;5.5908;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
Pointer Shoot;2021-11-10 11:31:38.6483;32593;c865b45335caa7334f6934beee36e185;steffen@98243646.dk;PointerEvent;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1.3737;171584.391964;171057.400699223;0020211110112813;False;False;None;0;0;False;None;-1;False;True;None;Playing;630;Normal;205.295;424.705;0;0;10;10;4;2.5;3;-3.281686;-0.441346;4.36512;3.281686;4.141346;6.685258;0;1.85;5.525189;0.6;0.4;0.6557781;0.6051193;0.4514264;MED7 R (R);NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
Mole Hit;2021-11-10 11:31:38.6513;32593;c865b45335caa7334f6934beee36e185;steffen@98243646.dk;MoleEvent;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.0000;171584.39383;171057.400699223;0020211110112813;False;False;None;0;0;False;None;-1;False;True;None;Playing;630;Normal;205.295;424.705;0;0;10;10;4;2.5;3;-3.281686;-0.441346;4.36512;3.281686;4.141346;6.685258;0;1.85;5.525189;0.6;0.4;0.6557781;0.6051193;0.4514264;MED7 R (R);1.6667;2.0680;6.1408;1.6667;0.2180;5.5908;0.3683;5.0000;0806;0109;8;6;0.7778;0.5556;0.4396;1.4077;0.3280;322.7626;55.4571;347.9162;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0137;1.6447;0.0146;358.7904;11.5565;358.0316;0.0000;0.0000;0.0000;-0.2596;0.4498;0.1008;0.0000;94.5310;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.5971;2.0187;5.9791;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0806;8;6;1.6667;2.0680;6.1408;1.6667;0.2180;5.5908;1.3738;-0.0697;-0.0493;NULL;NULL;NULL;NULL;NULL
Fake Mole Expired;2021-11-10 11:31:38.6562;32593;c865b45335caa7334f6934beee36e185;steffen@98243646.dk;MoleEvent;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.0000;171584.39767;171057.400699223;0020211110112813;False;False;None;0;0;False;None;-1;False;True;None;Playing;630;Normal;205.295;424.705;0;0;10;10;4;2.5;3;-3.281686;-0.441346;4.36512;3.281686;4.141346;6.685258;0;1.85;5.525189;0.6;0.4;0.6557781;0.6051193;0.4514264;MED7 R (R);-1.6667;2.0680;6.1408;-1.6667;0.2180;5.5908;0.3685;5.0000;0306;0109;3;6;0.2222;0.5556;0.4396;1.4077;0.3280;322.7626;55.4571;347.9162;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0137;1.6447;0.0146;358.7904;11.5565;358.0316;0.0000;0.0000;0.0000;-0.2596;0.4498;0.1008;0.0000;94.5310;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.5971;2.0187;5.9791;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0806;8;6;1.6667;2.0680;6.1408;1.6667;0.2180;5.5908;5.0000;NULL;NULL;NULL;NULL;NULL;NULL;NULL
Mole Expired;2021-11-10 11:31:38.6591;32593;c865b45335caa7334f6934beee36e185;steffen@98243646.dk;MoleEvent;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.0000;171584.401586;171057.400699223;0020211110112813;False;False;None;0;0;False;None;-1;False;True;None;Playing;630;Normal;205.295;424.705;0;0;10;10;4;2.5;3;-3.281686;-0.441346;4.36512;3.281686;4.141346;6.685258;0;1.85;5.525189;0.6;0.4;0.6557781;0.6051193;0.4514264;MED7 R (R);1.6667;2.0680;6.1408;1.6667;0.2180;5.5908;0.3683;5.0000;0806;0109;8;6;0.7778;0.5556;0.4396;1.4077;0.3280;322.7626;55.4571;347.9162;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0137;1.6447;0.0146;358.7904;11.5565;358.0316;0.0000;0.0000;0.0000;-0.2596;0.4498;0.1008;0.0000;94.5310;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.5971;2.0187;5.9791;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0806;8;6;1.6667;2.0680;6.1408;1.6667;0.2180;5.5908;5.0000;NULL;NULL;NULL;NULL;NULL;NULL;NULL
Mole Spawned;2021-11-10 11:31:38.6621;32593;c865b45335caa7334f6934beee36e185;steffen@98243646.dk;MoleEvent;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.0000;171584.404452;171057.400699223;0020211110112813;False;False;None;0;0;False;None;-1;False;True;None;Playing;630;Normal;205.295;424.705;0;0;10;10;4;2.5;3;-3.281686;-0.441346;4.36512;3.281686;4.141346;6.685258;0;1.85;5.525189;0.6;0.4;0.6557781;0.6051193;0.4514264;MED7 R (R);-2.6967;2.9188;5.1324;-2.6967;1.0688;4.5824;0.3573;5.0000;0108;0110;1;8;0.0000;0.7778;0.4396;1.4077;0.3280;322.7626;55.4571;347.9162;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0137;1.6447;0.0146;358.7904;11.5565;358.0316;0.0000;0.0000;0.0000;-0.2596;0.4498;0.1008;0.0000;94.5310;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.5971;2.0187;5.9791;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0806;8;6;1.6667;2.0680;6.1408;1.6667;0.2180;5.5908;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
Fake Mole Spawned;2021-11-10 11:31:38.6650;32593;c865b45335caa7334f6934beee36e185;steffen@98243646.dk;MoleEvent;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.0000;171584.407647;171057.400699223;0020211110112813;False;False;None;0;0;False;None;-1;False;True;None;Playing;630;Normal;205.295;424.705;0;0;10;10;4;2.5;3;-3.281686;-0.441346;4.36512;3.281686;4.141346;6.685258;0;1.85;5.525189;0.6;0.4;0.6557781;0.6051193;0.4514264;MED7 R (R);-0.3484;1.2003;6.4680;-0.3484;-0.6497;5.9180;0.4051;5.0000;0504;0110;5;4;0.4444;0.3333;0.4396;1.4077;0.3280;322.7626;55.4571;347.9162;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0137;1.6447;0.0146;358.7904;11.5565;358.0316;0.0000;0.0000;0.0000;-0.2596;0.4498;0.1008;0.0000;94.5310;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.5971;2.0187;5.9791;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0108;1;8;-2.6967;2.9188;5.1324;-2.6967;1.0688;4.5824;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
Pointer Shoot;2021-11-10 11:31:40.7504;32662;c865b45335caa7334f6934beee36e185;steffen@98243646.dk;PointerEvent;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;2.1017;171586.494071;171057.400699223;0020211110112813;False;False;None;0;0;False;None;-1;False;True;None;Playing;630;Normal;207.3894;422.6106;0;0;10;10;4;2.5;3;-3.281686;-0.441346;4.36512;3.281686;4.141346;6.685258;0;1.85;5.525189;0.6;0.4;-0.4732662;0.8109972;0.3439517;MED7 R (R);NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
Mole Hit;2021-11-10 11:31:40.7543;32662;c865b45335caa7334f6934beee36e185;steffen@98243646.dk;MoleEvent;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.0000;171586.496071;171057.400699223;0020211110112813;False;False;None;0;0;False;None;-1;False;True;None;Playing;630;Normal;207.3894;422.6106;0;0;10;10;4;2.5;3;-3.281686;-0.441346;4.36512;3.281686;4.141346;6.685258;0;1.85;5.525189;0.6;0.4;-0.4732662;0.8109972;0.3439517;MED7 R (R);-2.6967;2.9188;5.1324;-2.6967;1.0688;4.5824;0.3579;5.0000;0108;0110;1;8;0.0000;0.7778;-0.1929;1.5307;0.2917;305.8065;306.0082;6.2538;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;-0.0376;1.6517;-0.0124;355.9099;339.9044;359.1403;0.0000;0.0000;0.0000;-0.2596;0.4498;0.1008;0.0000;94.5310;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;-2.6641;2.8444;5.0043;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0108;1;8;-2.6967;2.9188;5.1324;-2.6967;1.0688;4.5824;2.0945;0.0332;-0.0744;NULL;NULL;NULL;NULL;NULL
Fake Mole Expired;2021-11-10 11:31:40.7582;32662;c865b45335caa7334f6934beee36e185;steffen@98243646.dk;MoleEvent;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.0000;171586.500072;171057.400699223;0020211110112813;False;False;None;0;0;False;None;-1;False;True;None;Playing;630;Normal;207.3894;422.6106;0;0;10;10;4;2.5;3;-3.281686;-0.441346;4.36512;3.281686;4.141346;6.685258;0;1.85;5.525189;0.6;0.4;-0.4732662;0.8109972;0.3439517;MED7 R (R);-0.3484;1.2003;6.4680;-0.3484;-0.6497;5.9180;0.4051;5.0000;0504;0110;5;4;0.4444;0.3333;-0.1929;1.5307;0.2917;305.8065;306.0082;6.2538;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;-0.0376;1.6517;-0.0124;355.9099;339.9044;359.1403;0.0000;0.0000;0.0000;-0.2596;0.4498;0.1008;0.0000;94.5310;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;-2.6641;2.8444;5.0043;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0108;1;8;-2.6967;2.9188;5.1324;-2.6967;1.0688;4.5824;5.0000;NULL;NULL;NULL;NULL;NULL;NULL;NULL
Mole Expired;2021-11-10 11:31:40.7612;32662;c865b45335caa7334f6934beee36e185;steffen@98243646.dk;MoleEvent;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.0000;171586.503048;171057.400699223;0020211110112813;False;False;None;0;0;False;None;-1;False;True;None;Playing;630;Normal;207.3894;422.6106;0;0;10;10;4;2.5;3;-3.281686;-0.441346;4.36512;3.281686;4.141346;6.685258;0;1.85;5.525189;0.6;0.4;-0.4732662;0.8109972;0.3439517;MED7 R (R);-2.6967;2.9188;5.1324;-2.6967;1.0688;4.5824;0.3579;5.0000;0108;0110;1;8;0.0000;0.7778;-0.1929;1.5307;0.2917;305.8065;306.0082;6.2538;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;-0.0376;1.6517;-0.0124;355.9099;339.9044;359.1403;0.0000;0.0000;0.0000;-0.2596;0.4498;0.1008;0.0000;94.5310;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;-2.6641;2.8444;5.0043;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0108;1;8;-2.6967;2.9188;5.1324;-2.6967;1.0688;4.5824;5.0000;NULL;NULL;NULL;NULL;NULL;NULL;NULL
Mole Spawned;2021-11-10 11:31:40.7641;32662;c865b45335caa7334f6934beee36e185;steffen@98243646.dk;MoleEvent;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.0000;171586.506668;171057.400699223;0020211110112813;False;False;None;0;0;False;None;-1;False;True;None;Playing;630;Normal;207.3894;422.6106;0;0;10;10;4;2.5;3;-3.281686;-0.441346;4.36512;3.281686;4.141346;6.685258;0;1.85;5.525189;0.6;0.4;-0.4732662;0.8109972;0.3439517;MED7 R (R);-2.2304;1.2003;5.7139;-2.2304;-0.6497;5.1639;0.3629;5.0000;0204;0111;2;4;0.1111;0.3333;-0.1929;1.5307;0.2917;305.8065;306.0082;6.2538;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;-0.0376;1.6517;-0.0124;355.9099;339.9044;359.1403;0.0000;0.0000;0.0000;-0.2596;0.4498;0.1008;0.0000;94.5310;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;-2.6641;2.8444;5.0043;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0108;1;8;-2.6967;2.9188;5.1324;-2.6967;1.0688;4.5824;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
Fake Mole Spawned;2021-11-10 11:31:40.7671;32662;c865b45335caa7334f6934beee36e185;steffen@98243646.dk;MoleEvent;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.0000;171586.509381;171057.400699223;0020211110112813;False;False;None;0;0;False;None;-1;False;True;None;Playing;630;Normal;207.3894;422.6106;0;0;10;10;4;2.5;3;-3.281686;-0.441346;4.36512;3.281686;4.141346;6.685258;0;1.85;5.525189;0.6;0.4;-0.4732662;0.8109972;0.3439517;MED7 R (R);-1.0301;0.0132;5.8302;-1.0301;-1.8368;5.2802;0.4429;5.0000;0401;0111;4;1;0.3333;0.0000;-0.1929;1.5307;0.2917;305.8065;306.0082;6.2538;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;-0.0376;1.6517;-0.0124;355.9099;339.9044;359.1403;0.0000;0.0000;0.0000;-0.2596;0.4498;0.1008;0.0000;94.5310;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;-2.6641;2.8444;5.0043;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0204;2;4;-2.2304;1.2003;5.7139;-2.2304;-0.6497;5.1639;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
Pointer Shoot;2021-11-10 11:31:42.2511;32714;c865b45335caa7334f6934beee36e185;steffen@98243646.dk;PointerEvent;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1.5007;171587.993751;171057.400699223;0020211110112813;False;False;None;0;0;False;None;-1;False;True;None;Playing;630;Normal;208.8968;421.1032;0;0;10;10;4;2.5;3;-3.281686;-0.441346;4.36512;3.281686;4.141346;6.685258;0;1.85;5.525189;0.6;0.4;-0.3466587;0.5022276;0.792209;MED7 R (R);NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
Mole Hit;2021-11-10 11:31:42.2540;32714;c865b45335caa7334f6934beee36e185;steffen@98243646.dk;MoleEvent;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.0000;171587.995755;171057.400699223;0020211110112813;False;False;None;0;0;False;None;-1;False;True;None;Playing;630;Normal;208.8968;421.1032;0;0;10;10;4;2.5;3;-3.281686;-0.441346;4.36512;3.281686;4.141346;6.685258;0;1.85;5.525189;0.6;0.4;-0.3466587;0.5022276;0.792209;MED7 R (R);-2.2304;1.2003;5.7139;-2.2304;-0.6497;5.1639;0.3629;5.0000;0204;0111;2;4;0.1111;0.3333;-0.0892;1.3097;0.3664;329.8525;336.3665;354.9254;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;-0.0403;1.6433;0.0130;353.1821;342.2462;359.6086;0.0000;0.0000;0.0000;-0.2596;0.4498;0.1008;0.0000;94.5310;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;-2.2133;1.1866;5.5237;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0204;2;4;-2.2304;1.2003;5.7139;-2.2304;-0.6497;5.1639;1.5075;0.0171;-0.0137;NULL;NULL;NULL;NULL;NULL
Fake Mole Expired;2021-11-10 11:31:42.2580;32714;c865b45335caa7334f6934beee36e185;steffen@98243646.dk;MoleEvent;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.0000;171587.999738;171057.400699223;0020211110112813;False;False;None;0;0;False;None;-1;False;True;None;Playing;630;Normal;208.8968;421.1032;0;0;10;10;4;2.5;3;-3.281686;-0.441346;4.36512;3.281686;4.141346;6.685258;0;1.85;5.525189;0.6;0.4;-0.3466587;0.5022276;0.792209;MED7 R (R);-1.0301;0.0132;5.8302;-1.0301;-1.8368;5.2802;0.4429;5.0000;0401;0111;4;1;0.3333;0.0000;-0.0892;1.3097;0.3664;329.8525;336.3665;354.9254;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;-0.0403;1.6433;0.0130;353.1821;342.2462;359.6086;0.0000;0.0000;0.0000;-0.2596;0.4498;0.1008;0.0000;94.5310;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;-2.2133;1.1866;5.5237;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0204;2;4;-2.2304;1.2003;5.7139;-2.2304;-0.6497;5.1639;5.0000;NULL;NULL;NULL;NULL;NULL;NULL;NULL
Mole Expired;2021-11-10 11:31:42.2619;32714;c865b45335caa7334f6934beee36e185;steffen@98243646.dk;MoleEvent;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.0000;171588.003736;171057.400699223;0020211110112813;False;False;None;0;0;False;None;-1;False;True;None;Playing;630;Normal;208.8968;421.1032;0;0;10;10;4;2.5;3;-3.281686;-0.441346;4.36512;3.281686;4.141346;6.685258;0;1.85;5.525189;0.6;0.4;-0.3466587;0.5022276;0.792209;MED7 R (R);-2.2304;1.2003;5.7139;-2.2304;-0.6497;5.1639;0.3629;5.0000;0204;0111;2;4;0.1111;0.3333;-0.0892;1.3097;0.3664;329.8525;336.3665;354.9254;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;-0.0403;1.6433;0.0130;353.1821;342.2462;359.6086;0.0000;0.0000;0.0000;-0.2596;0.4498;0.1008;0.0000;94.5310;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;-2.2133;1.1866;5.5237;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0204;2;4;-2.2304;1.2003;5.7139;-2.2304;-0.6497;5.1639;5.0000;NULL;NULL;NULL;NULL;NULL;NULL;NULL
